customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST001665,Male,0,No,No,10,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,70.96,768.62,1
CUST001666,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,43.45,302.11,1
CUST001667,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,104.55,4818.4,0
CUST001668,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,66.45,1511.57,1
CUST001669,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,83.21,3612.48,1
CUST001670,Male,0,Yes,No,23,Yes,No,No,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,133.28,3030.14,1
CUST001671,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,93.81,5538.89,0
CUST001672,Male,0,Yes,No,18,Yes,No,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.12,735.38,1
CUST001673,Female,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,78.18,2091.54,1
CUST001674,Female,0,Yes,No,22,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,43.51,891.36,0
CUST001675,Female,1,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card,101.58,1370.42,1
CUST001676,Female,0,Yes,No,2,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,72.34,75.88,0
CUST001677,Male,0,Yes,No,49,Yes,No,No,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,96.99,4654.34,0
CUST001678,Female,0,No,No,67,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,75.07,5074.34,0
CUST001679,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,50.64,3096.36,1
CUST001680,Female,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,59.74,2997.91,0
CUST001681,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,30.7,1200.12,1
CUST001682,Male,1,No,No,59,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,120.53,7159.39,0
CUST001683,Male,0,No,No,35,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card,75.64,2696.77,0
CUST001684,Female,0,No,No,1,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,Two year,Yes,Electronic check,63.1,73.31,0
CUST001685,Female,1,Yes,Yes,58,Yes,Yes,No,No internet service,No,No internet service,Yes,No,Yes,One year,Yes,Credit card,75.79,4388.94,0
CUST001686,Male,0,Yes,No,58,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Mailed check,63.64,3704.9,1
CUST001687,Female,0,Yes,No,21,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer,78.14,1708.9,1
CUST001688,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,68.28,433.21,1
CUST001689,Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card,64.37,2375.37,0
CUST001690,Female,0,No,No,59,Yes,No,No,No,Yes,Yes,No,No,No internet service,One year,No,Electronic check,80.47,4761.32,0
CUST001691,Male,0,No,Yes,57,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,71.22,4019.02,0
CUST001692,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.42,1795.88,1
CUST001693,Male,0,Yes,Yes,26,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,47.71,1263.52,0
CUST001694,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,31.51,2151.66,0
CUST001695,Male,0,Yes,No,62,No,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,67.55,4154.41,0
CUST001696,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.69,2003.79,1
CUST001697,Male,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,87.23,3146.93,0
CUST001698,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer,50.82,3133.75,0
CUST001699,Male,1,Yes,No,69,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,55.12,3732.09,0
CUST001700,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,67.18,826.0,0
CUST001701,Male,1,Yes,No,49,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,83.61,4196.88,0
CUST001702,Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,93.78,5340.58,1
CUST001703,Male,0,Yes,No,50,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,132.22,6550.85,0
CUST001704,Female,1,No,No,65,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,45.65,2896.54,1
CUST001705,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card,41.43,1231.77,0
CUST001706,Male,0,Yes,No,0,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,86.42,0.0,1
CUST001707,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,80.6,4308.93,1
CUST001708,Female,0,Yes,No,32,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,Yes,Electronic check,45.5,1491.45,0
CUST001709,Male,0,No,No,31,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,75.18,2386.87,0
CUST001710,Female,0,No,No,35,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,58.19,2039.08,1
CUST001711,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,68.88,350.52,0
CUST001712,Male,0,No,Yes,50,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card,77.0,3872.43,1
CUST001713,Female,0,Yes,Yes,22,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,50.69,1097.0,0
CUST001714,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Mailed check,75.3,668.95,0
CUST001715,Female,1,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,101.86,2988.54,0
CUST001716,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,43.56,537.62,0
CUST001717,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card,99.29,1122.31,0
CUST001718,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,69.23,4121.85,0
CUST001719,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,63.66,103.98,1
CUST001720,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Two year,No,Mailed check,84.68,134.13,0
CUST001721,Female,0,No,No,22,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,39.13,824.04,0
CUST001722,Female,0,No,No,28,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card,68.38,1864.02,1
CUST001723,Female,0,Yes,No,56,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,107.44,5908.7,0
CUST001724,Female,0,Yes,No,44,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Bank transfer,78.98,3476.0,1
CUST001725,Female,0,No,No,61,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,107.77,6591.67,1
CUST001726,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,66.8,224.44,1
CUST001727,Female,0,No,No,58,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,90.91,5217.66,0
CUST001728,Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,74.69,5020.36,1
CUST001729,Female,1,Yes,No,65,Yes,No,No,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,122.72,7904.53,1
CUST001730,Female,0,Yes,No,28,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.56,2259.7,0
CUST001731,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,One year,Yes,Credit card,89.1,4633.91,0
CUST001732,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,97.17,6181.9,1
CUST001733,Male,0,Yes,No,5,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.8,476.58,0
CUST001734,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Electronic check,46.96,1443.53,0
CUST001735,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,60.17,1403.68,0
CUST001736,Male,0,No,No,16,Yes,No,DSL,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Credit card,58.18,967.44,0
CUST001737,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,66.93,2902.5,1
CUST001738,Male,0,No,Yes,2,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.68,91.97,0
CUST001739,Female,0,Yes,No,28,Yes,No phone service,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,59.31,1609.39,0
CUST001740,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,64.32,4523.07,0
CUST001741,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,77.52,4167.98,1
CUST001742,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,71.15,144.65,1
CUST001743,Female,0,No,No,29,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card,98.28,2706.94,0
CUST001744,Male,0,No,No,53,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer,76.55,4125.32,0
CUST001745,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer,65.37,1712.11,0
CUST001746,Male,0,No,No,25,Yes,No,DSL,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,104.56,2670.29,0
CUST001747,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,103.91,4546.38,0
CUST001748,Female,0,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,72.48,4522.18,1
CUST001749,Male,0,No,No,28,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.57,2597.32,0
CUST001750,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,60.54,3453.93,0
CUST001751,Female,0,Yes,Yes,64,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.17,1659.24,1
CUST001752,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,47.93,0.0,0
CUST001753,Male,1,Yes,No,68,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.41,5863.17,0
CUST001754,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,101.33,5268.49,0
CUST001755,Female,0,No,No,22,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Bank transfer,114.43,2528.83,0
CUST001756,Male,1,No,No,61,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,83.82,5093.1,0
CUST001757,Male,1,No,No,28,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,111.66,3162.73,0
CUST001758,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,91.33,832.87,1
CUST001759,Male,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,54.78,3305.36,0
CUST001760,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,126.46,6230.25,0
CUST001761,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,74.92,1150.53,0
CUST001762,Male,0,Yes,No,62,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,27.75,1695.97,0
CUST001763,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,136.81,7409.82,0
CUST001764,Male,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,87.56,4861.87,0
CUST001765,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card,108.27,1122.66,1
CUST001766,Male,0,No,No,33,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,94.17,3130.35,0
CUST001767,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.57,4361.13,1
CUST001768,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card,87.67,910.3,0
CUST001769,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,52.92,1843.07,0
CUST001770,Female,0,No,No,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,35.72,2468.2,0
CUST001771,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Credit card,40.9,425.22,1
CUST001772,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,One year,Yes,Electronic check,77.5,5466.23,0
CUST001773,Male,0,Yes,No,52,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer,40.54,2062.04,0
CUST001774,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,109.69,1342.93,0
CUST001775,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer,19.95,563.74,0
CUST001776,Male,0,Yes,Yes,33,Yes,No,No,No,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,19.62,666.96,0
CUST001777,Female,0,No,No,49,Yes,Yes,No,No,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer,60.89,2948.06,0
CUST001778,Male,0,No,No,40,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.86,3971.48,0
CUST001779,Male,0,No,Yes,16,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,103.06,1568.3,0
CUST001780,Male,0,Yes,No,16,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,68.22,1114.02,0
CUST001781,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.33,379.69,0
CUST001782,Male,1,No,Yes,29,Yes,No phone service,No,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,70.69,2102.37,0
CUST001783,Female,0,No,No,27,No,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Credit card,123.96,3340.73,1
CUST001784,Female,0,No,Yes,65,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,18.0,1204.83,0
CUST001785,Female,0,Yes,No,51,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,72.82,3816.75,0
CUST001786,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.71,2679.93,0
CUST001787,Male,0,No,No,10,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,34.34,326.45,0
CUST001788,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer,78.59,796.02,1
CUST001789,Female,0,No,No,18,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,80.23,1461.1,1
CUST001790,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,113.53,2785.31,1
CUST001791,Female,0,No,Yes,70,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,26.81,1831.39,1
CUST001792,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,76.06,3959.4,0
CUST001793,Female,1,Yes,No,19,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.27,1309.6,0
CUST001794,Female,0,Yes,Yes,57,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,64.63,3663.07,1
CUST001795,Male,0,No,No,18,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer,68.38,1223.54,0
CUST001796,Female,1,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,99.11,6957.54,1
CUST001797,Female,0,Yes,No,22,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,47.74,903.12,0
CUST001798,Female,0,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,95.3,2950.68,0
CUST001799,Male,0,No,No,9,Yes,No phone service,No,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer,123.55,1131.83,0
CUST001800,Female,0,No,Yes,60,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,119.54,7219.98,1
CUST001801,Male,0,No,Yes,66,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card,75.73,5018.4,0
CUST001802,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,68.65,452.61,1
CUST001803,Male,1,Yes,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,One year,Yes,Mailed check,47.13,1031.92,1
CUST001804,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,No,Bank transfer,56.61,2516.02,0
CUST001805,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,92.45,1338.18,0
CUST001806,Female,0,Yes,Yes,3,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card,92.75,297.51,1
CUST001807,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,78.32,4789.49,0
CUST001808,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,18.46,330.53,1
CUST001809,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,52.13,251.13,1
CUST001810,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,29.78,1325.96,1
CUST001811,Male,0,Yes,No,57,No,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,69.65,3889.55,0
CUST001812,Female,0,No,Yes,19,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,47.57,1015.74,0
CUST001813,Male,1,No,No,16,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,60.88,911.67,0
CUST001814,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Mailed check,83.18,4168.13,0
CUST001815,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,64.12,1575.6,1
CUST001816,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,59.08,920.63,0
CUST001817,Male,0,No,No,50,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card,80.87,3953.59,0
CUST001818,Female,0,Yes,No,54,Yes,No,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer,104.69,5755.34,0
CUST001819,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,41.49,2135.41,0
CUST001820,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,60.12,258.2,0
CUST001821,Male,0,No,No,15,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,67.84,1042.31,0
CUST001822,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Credit card,100.32,3923.83,1
CUST001823,Male,0,No,Yes,21,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card,33.36,705.65,1
CUST001824,Male,0,No,Yes,42,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,78.69,3266.92,0
CUST001825,Male,1,No,No,58,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,58.8,3431.2,1
CUST001826,Male,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,52.18,3310.75,0
CUST001827,Female,0,No,No,69,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,94.59,6547.25,0
CUST001828,Female,1,No,No,63,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,34.78,2203.96,0
CUST001829,Female,0,Yes,No,48,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,37.8,1893.79,0
CUST001830,Male,0,Yes,No,48,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,55.01,2606.33,0
CUST001831,Female,0,Yes,No,32,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,93.0,2850.24,1
CUST001832,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,62.41,3985.33,1
CUST001833,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,96.9,4225.45,1
CUST001834,Male,0,No,No,35,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card,85.22,3094.32,0
CUST001835,Male,0,No,Yes,67,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,One year,Yes,Credit card,122.87,8218.61,0
CUST001836,Male,0,No,No,33,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,118.14,3904.97,0
CUST001837,Male,0,Yes,No,48,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,118.23,5555.0,1
CUST001838,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.05,6386.64,0
CUST001839,Male,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,95.05,5673.47,0
CUST001840,Male,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,No,Bank transfer,125.66,6575.4,0
CUST001841,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card,47.81,91.81,0
CUST001842,Female,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,No,Bank transfer,72.84,3414.41,1
CUST001843,Male,0,No,No,52,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,112.96,5883.96,0
CUST001844,Female,0,Yes,No,60,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.67,3137.2,0
CUST001845,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.5,2523.29,0
CUST001846,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,25.45,653.61,0
CUST001847,Male,0,No,Yes,38,Yes,No phone service,No,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,29.05,1069.93,0
